place_id,place_name,alternate_names,state,state_code,union_territory,district,city,city_id,place_type,primary_category,secondary_categories,subcategory,tourism_theme,recommended_for,family_friendly,couple_friendly,solo_friendly,kids_friendly,elderly_friendly,friends_friendly,adventure_friendly,spiritual_friendly,photography_friendly,nature_friendly,history_friendly,family_score,couple_score,solo_score,adventure_score,spiritual_score,nature_score,history_score,photography_score,latitude,longitude,address,google_maps_url,distance_from_city_center_km,nearest_landmark,opening_time,closing_time,weekly_off,entry_fee,currency,estimated_visit_duration_hours,best_time_to_visit,description,short_description,official_website,image_url,source,source_url,source_count,last_verified,verification_status,data_confidence,is_major_destination,is_popular,is_hidden_gem,is_offbeat,priority_score
PL-03799,Minicoy Lighthouse,Minicoy Island Lighthouse,Lakshadweep,LD,TRUE,Lakshadweep,Minicoy Island,CT-0510,Attraction,Viewpoints,,Lighthouse,Coastal Heritage & Views,"Photography Lovers,History Lovers,General Travelers",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,40,60,55,40,20,50,55,70,,,,,,,,,,Contact local authority,INR,1.5,October to March,"A prominent lighthouse on Minicoy, the southernmost island of Lakshadweep, offering panoramic views over the island's coconut groves and lagoon.",Landmark lighthouse offering panoramic views over Minicoy island.,,,Web research (govt tourism / Incredible India / Wikipedia / reputable travel publishers),https://www.tourismlakshadweep.com/places-to-visit-in-lakshadweep,1,2026-08-22,VERIFIED_TEXT_ONLY_NO_COORDS,MEDIUM,FALSE,FALSE,FALSE,FALSE,55
PL-03800,Imphal War Cemetery,Commonwealth War Cemetery Imphal,Manipur,MN,FALSE,Imphal West,Imphal,CT-0145,Attraction,Heritage & Historical,,War Memorial,History & WWII Heritage,"History Lovers,General Travelers",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,40,60,55,40,25,50,85,55,,,,,,,,,,Contact local authority,INR,1.5,October to March,"A Commonwealth War Graves Commission cemetery in Imphal honouring over 1,600 Allied soldiers who died during the Battle of Imphal in 1944.",WWII cemetery honouring Allied soldiers of the Battle of Imphal.,,,Web research (govt tourism / Incredible India / Wikipedia / reputable travel publishers),https://www.thrillophilia.com/destinations/imphal/places-to-visit,1,2026-08-22,VERIFIED_TEXT_ONLY_NO_COORDS,MEDIUM,FALSE,TRUE,FALSE,FALSE,70
PL-03801,Khonghampat Orchidarium,Orchid House Khonghampat,Manipur,MN,FALSE,Imphal West,Imphal,CT-0145,Attraction,Parks & Gardens,,Botanical Garden,Orchids & Flora,"Nature Lovers,Family,Photography Lovers",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,55,60,55,40,20,80,40,75,,,,,,,,,,Contact local authority,INR,1.5,October to March,"A 215-acre orchidarium about 10 km from Imphal housing over 110 varieties of orchids native to Manipur, including rare Cymbidium and Dendrobium species.",Botanical garden with over 110 native orchid varieties near Imphal.,,,Web research (govt tourism / Incredible India / Wikipedia / reputable travel publishers),https://manipurtourism.gov.in/places-to-see/,1,2026-08-22,VERIFIED_TEXT_ONLY_NO_COORDS,MEDIUM,FALSE,FALSE,FALSE,FALSE,55
PL-03802,Loktak Lake,"Loktak Lake, Bishnupur",Manipur,MN,FALSE,Bishnupur,Imphal,CT-0145,Attraction,Water & Lakes,,Freshwater Lake,Wetland & Wildlife,"Nature Lovers,Photography Lovers,Adventure Seekers",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,45,60,55,50,20,90,40,85,,,,,,,,,,Contact local authority,INR,1.5,October to March,"The largest freshwater lake in Northeast India, famous for its floating phumdi islands and as the site of Keibul Lamjao, the world's only floating national park.","Northeast India's largest freshwater lake, known for floating phumdi islands.",,,Web research (govt tourism / Incredible India / Wikipedia / reputable travel publishers),https://www.thrillophilia.com/destinations/imphal/places-to-visit,1,2026-08-22,VERIFIED_TEXT_ONLY_NO_COORDS,MEDIUM,TRUE,TRUE,FALSE,FALSE,90
PL-03803,Keibul Lamjao National Park,Keibul Lamjao,Manipur,MN,FALSE,Bishnupur,Imphal,CT-0145,Attraction,Wildlife,,National Park,Wildlife & Wetland Conservation,"Nature Lovers,Adventure Seekers,Photography Lovers",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,35,60,55,55,20,90,40,80,,,,,,,,,,Contact local authority,INR,1.5,October to March,"The world's only floating national park, located on Loktak Lake, and the last natural habitat of the endangered Sangai (brow-antlered deer).","World's only floating national park, home to the endangered Sangai deer.",,,Web research (govt tourism / Incredible India / Wikipedia / reputable travel publishers),https://www.thrillophilia.com/destinations/imphal/places-to-visit,1,2026-08-22,VERIFIED_TEXT_ONLY_NO_COORDS,MEDIUM,TRUE,FALSE,FALSE,FALSE,90
PL-03804,Manipur Zoological Garden,Iroisemba Zoo,Manipur,MN,FALSE,Imphal West,Imphal,CT-0145,Attraction,Wildlife,,Zoo,Wildlife & Family Outing,"Family,Kids,Nature Lovers",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,70,60,55,40,20,60,40,45,,,,,,,,,,Contact local authority,INR,1.5,October to March,"A zoological park at Iroisemba near Imphal known for housing the Sangai deer, Manipur's endangered state animal, along with other regional wildlife.",Zoo near Imphal known for the endangered state-animal Sangai deer.,,,Web research (govt tourism / Incredible India / Wikipedia / reputable travel publishers),https://manipurtourism.gov.in/places-to-see/,1,2026-08-22,VERIFIED_TEXT_ONLY_NO_COORDS,MEDIUM,FALSE,FALSE,FALSE,FALSE,55
PL-03805,"Solomon's Temple, Aizawl",Kohhran Thianghlim Temple,Mizoram,MZ,FALSE,Aizawl,Aizawl,CT-0148,Attraction,Churches,,Non-denominational Church,Architecture & Faith,"Spiritual Travelers,Photography Lovers,General Travelers",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,45,60,55,40,80,50,45,80,,,,,,,,,,Contact local authority,INR,1.5,October to March,"The largest church structure in Mizoram, built by the Kohhran Thianghlim (Holy Church) in Kidron Valley near Aizawl, modelled on the Biblical Temple of Solomon with white marble towers.","Mizoram's largest church, modelled on the Biblical Solomon's Temple.",,,Web research (govt tourism / Incredible India / Wikipedia / reputable travel publishers),https://www.incredibleindia.gov.in/en/mizoram/aizawl/solomons-temple,1,2026-08-22,VERIFIED_TEXT_ONLY_NO_COORDS,MEDIUM,TRUE,TRUE,FALSE,FALSE,90
PL-03806,Tamdil Lake,Tam Dil,Mizoram,MZ,FALSE,Aizawl,Aizawl,CT-0148,Attraction,Water & Lakes,,Natural Lake,Boating & Picnicking,"Family,Nature Lovers,Couples",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,60,60,55,40,20,75,40,65,,,,,,,,,,Contact local authority,INR,1.5,October to March,"A natural lake about 110 km from Aizawl surrounded by forested hills, popular for boating and as a weekend getaway destination.","Scenic natural lake near Aizawl, popular for boating trips.",,,Web research (govt tourism / Incredible India / Wikipedia / reputable travel publishers),https://wanderon.in/blogs/places-to-visit-in-aizawl,1,2026-08-22,VERIFIED_TEXT_ONLY_NO_COORDS,MEDIUM,FALSE,FALSE,FALSE,FALSE,55
PL-03807,Reiek Heritage Village,Reiek Tlang,Mizoram,MZ,FALSE,Aizawl,Aizawl,CT-0148,Attraction,Cultural,,Heritage Village,Tribal Culture & Trekking,"History Lovers,Adventure Seekers,Photography Lovers",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,50,60,55,55,20,60,65,65,,,,,,,,,,Contact local authority,INR,1.5,October to March,"A hilltop heritage village near Aizawl recreating traditional Mizo tribal huts and lifestyle, alongside trekking trails with views into Myanmar on clear days.",Hilltop heritage village showcasing traditional Mizo tribal life.,,,Web research (govt tourism / Incredible India / Wikipedia / reputable travel publishers),https://www.tripadvisor.com/Attraction_Review-g667801-d9780941-Reviews-Solomon_s_Temple-Aizawl_Aizawl_District_Mizoram.html,1,2026-08-22,VERIFIED_TEXT_ONLY_NO_COORDS,MEDIUM,FALSE,FALSE,FALSE,FALSE,55
PL-03808,Aizawl Zoological Park,Lungverh Zoo,Mizoram,MZ,FALSE,Aizawl,Aizawl,CT-0148,Attraction,Wildlife,,Zoo,Wildlife & Family Outing,"Family,Kids,Nature Lovers",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,65,60,55,40,20,55,40,40,,,,,,,,,,Contact local authority,INR,1.5,October to March,"A state forest department-run zoological park at Lungverh on Aizawl's outskirts, showcasing Mizoram's regional wildlife and biodiversity.",State-run zoo on Aizawl's outskirts showcasing regional wildlife.,,,Web research (govt tourism / Incredible India / Wikipedia / reputable travel publishers),https://www.incredibleindia.gov.in/en/mizoram/aizawl/solomons-temple,1,2026-08-22,VERIFIED_TEXT_ONLY_NO_COORDS,MEDIUM,FALSE,FALSE,FALSE,FALSE,55
PL-03809,Nagoa Beach,Nagoa Beach Diu,Dadra and Nagar Haveli and Daman and Diu,DD,TRUE,Diu,Diu,CT-0030,Attraction,Beach & Coastal,,Horseshoe Beach,Beach & Water Sports,"Family,Couples,Friends,Adventure Seekers",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,75,75,55,65,20,50,40,80,,,,,,,,,,Contact local authority,INR,1.5,October to March,"Diu's most famous horseshoe-shaped beach lined with palm trees, popular for swimming, parasailing, jet-skiing, and watersports.","Diu's most famous horseshoe-shaped beach, popular for watersports.",,,Web research (govt tourism / Incredible India / Wikipedia / reputable travel publishers),https://www.incredibleindia.gov.in/en/dadra-and-nagar-haveli-and-daman-and-diu/diu,1,2026-08-22,VERIFIED_TEXT_ONLY_NO_COORDS,MEDIUM,TRUE,TRUE,FALSE,FALSE,90
PL-03810,"St. Paul's Church, Diu",St Paul's Church,Dadra and Nagar Haveli and Daman and Diu,DD,TRUE,Diu,Diu,CT-0030,Attraction,Churches,,Baroque Church,Colonial Portuguese Heritage,"History Lovers,Spiritual Travelers,Photography Lovers",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,40,60,55,40,60,50,80,75,,,,,,,,,,Contact local authority,INR,1.5,October to March,"Completed in 1610, Diu's last fully functional Portuguese-era church, notable for its Baroque facade and elaborately carved wooden interior.",Diu's active 1610 Portuguese-era church with a Baroque facade.,,,Web research (govt tourism / Incredible India / Wikipedia / reputable travel publishers),https://www.tripadvisor.in/Attractions-g297601-Activities-Diu_Diu_Island_Diu_District_Daman_and_Diu.html,1,2026-08-22,VERIFIED_TEXT_ONLY_NO_COORDS,MEDIUM,FALSE,TRUE,FALSE,FALSE,70
