place_id,place_name,alternate_names,state,state_code,union_territory,district,city,city_id,place_type,primary_category,secondary_categories,subcategory,tourism_theme,recommended_for,family_friendly,couple_friendly,solo_friendly,kids_friendly,elderly_friendly,friends_friendly,adventure_friendly,spiritual_friendly,photography_friendly,nature_friendly,history_friendly,family_score,couple_score,solo_score,adventure_score,spiritual_score,nature_score,history_score,photography_score,latitude,longitude,address,google_maps_url,distance_from_city_center_km,nearest_landmark,opening_time,closing_time,weekly_off,entry_fee,currency,estimated_visit_duration_hours,best_time_to_visit,official_website,image_url,source,source_url,source_count,last_verified,verification_status,data_confidence,is_major_destination,is_popular,is_hidden_gem,is_offbeat,is_featured,priority_score,flag_activity_phrase,rating,review_count,description,short_description,establishment_year
PL-00012,Prasanthi Nilayam,,Andhra Pradesh,ST-02,,,Puttaparthi,CT-0010,,Religious & Spiritual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,INR,1.0,All,,https://upload.wikimedia.org/wikipedia/commons/d/da/Sri_Sathya_Sai_Baba_Mahasamadhi_at_Sai_Kulwant_Hall.jpg,Top_Indian_Places_to_Visit,,1,,PARTIALLY_VERIFIED,MEDIUM,,,,,,,False,4.7,12000.0,,,1950
PL-00013,Papikondalu,,Andhra Pradesh,ST-02,,East Godavari,Rajahmundry,CT-0011,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,INR,2.0,All,,https://papikondalu.net.in/assets/images/papikondalu-tour-1200x800.jpg,Top_Indian_Places_to_Visit,,1,,PARTIALLY_VERIFIED,MEDIUM,,,,,,,False,4.3,3200.0,,,Unknown
PL-00014,Mallikarjuna Swamy Temple,,Andhra Pradesh,ST-02,,,Srisailam,CT-0012,,Temples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,INR,1.0,All,,https://upload.wikimedia.org/wikipedia/commons/c/c0/Srisailam.jpg,Top_Indian_Places_to_Visit,,1,,PARTIALLY_VERIFIED,MEDIUM,,,,,,,False,4.7,49000.0,,,14th century
PL-00015,Akasaganga Teertham,,Andhra Pradesh,ST-02,,Chittoor,Tirupati,CT-0013,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,September-March,,,Tourist_Places_merged,,1,,PARTIALLY_VERIFIED,MEDIUM,,,,,,,False,3.1,," Akasaganga Teertham is a waterfall in Tirupati, located at a distance of 3 km from the main temple. The waterfall has water flowing all throughout the year and holds immense religious significance. ",,
PL-00016,Brahmotsavam Festival in Tirupati,,Andhra Pradesh,ST-02,,Chittoor,Tirupati,CT-0013,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,September-March,,,Tourist_Places_merged,,1,,PARTIALLY_VERIFIED,MEDIUM,,,,,,,False,3.1,," The Tirumala Venkateswara temple, along with being the richest temple, is also the most visited place of worship in the world. Built in the 8th century, this temple witnesses about 50,000-100,000 pilgrimage visits daily. During the Brahmostav Festival in September, the temple is visited by about a million devotees in the span of a week. The festival takes place over a span of nine days and is also termed Brahma's Utsavam or Lord Brahma's festival. In 2022, it will be held from 26th September to 5th October. ",,
PL-00017,Chakra Teertham Waterfalls,,Andhra Pradesh,ST-02,,Chittoor,Tirupati,CT-0013,,Nature & Wildlife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,September-March,,,Tourist_Places_merged,,1,,PARTIALLY_VERIFIED,MEDIUM,,,,,,,False,3.1,, Chakra Teertham Waterfalls is a famous water body considered to have high religious importance. It is believed that Lord Brahma performed penance at this location which was later cleansed by Lord Vishnu with his Sudarshan Chakra. The place where his Chakra fell is known as Chakra Teertham. The water is said to have healing powers and can absolve one of their sins. ,,
PL-00018,Chandragiri Palace & Fort,Chandragiri Fort,Andhra Pradesh,ST-02,,Chittoor,Tirupati,CT-0013,,Forts & Palaces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,September-March,,,Tourist_Places_merged|india_tourism_food_dataset,,2,,PARTIALLY_VERIFIED,MEDIUM,,,,,,,False,3.1,, Chandragiri Palace & Fort is an 11th century monument built by the Yadav Naidu Kings and is also associated with the Vijayanagara Kingdom. The stunning structure is a perfect example of Vijayanagara architecture. Tourists are drawn by its rich history and heritage value. The attraction has fortnightly light and sound shows and the annual celebration of Madras Day. ,,
PL-00019,Chittoor,,Andhra Pradesh,ST-02,,Chittoor,Tirupati,CT-0013,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,September-March,,,Tourist_Places_merged,,1,,PARTIALLY_VERIFIED,MEDIUM,,,,,,,False,3.1,," At around 72 km away from Tirupati, Chittoor or Chittur is a temple town and enshrines many deities. Some of the famous temples include Varasiddi Vinayaka Swamy Temple, Subramanya Swamy Temple, Durgamma Gudi and Sai baba Temple. ",,
PL-00020,City Shopping,,Andhra Pradesh,ST-02,,Chittoor,Tirupati,CT-0013,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,September-March,,,Tourist_Places_merged,,1,,PARTIALLY_VERIFIED,MEDIUM,,,,,,,False,2.9,," While in Tirupati one can shop for religious items such as idols, pendants, paintings and images. Another popular item here are wooden replicas of Lord Tirumala, found in varied sizes. ",,
PL-00021,Deer Park,,Andhra Pradesh,ST-02,,Chittoor,Tirupati,CT-0013,,Nature & Wildlife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,September-March,,,Tourist_Places_merged,,1,,PARTIALLY_VERIFIED,MEDIUM,,,,,,,False,3.1,," Located amidst the beautiful natural surroundings, the Deer Park is a splendid escape from the routine for nature and animal lovers. The park houses a large number of deer and other regional flora and fauna. Tourists on their way to Tirumala often take a pit stop here and spend a few hours in the company of the deer, feed them and also watch them thrive in their natural habitat. ",,
PL-00022,Highway Grand World,,Andhra Pradesh,ST-02,,Chittoor,Tirupati,CT-0013,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,September-March,,,Tourist_Places_merged,,1,,PARTIALLY_VERIFIED,MEDIUM,,,,,,,False,3.1,," Situated on Chennai - Thiruttani - Renigunta Hwy, Veerakaverirajupuram near Tirupati, Highway Grand World is a grand water park in Tirupati. The water park also hosts private parties, weddings, work gatherings and school group trips.  ",,
PL-00023,ISKCON Tirupati,,Andhra Pradesh,ST-02,,Chittoor,Tirupati,CT-0013,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,September-March,,,Tourist_Places_merged,,1,,PARTIALLY_VERIFIED,MEDIUM,,,,,,,False,3.1,," Located at the foothills of Tirumala Hills, ISKCON Tirupati is one of the most famous pilgrimages in the city. Srila Prabhupada, during his visit in 1974, suggested the teachings from Bhagwad Geeta be propagated by establishing a centre of Vedic Culture. ISKCON Tirupati was thus established in 1982 to revive the messages of Lord Krishna. It is believed to be the only way to bring about peace and harmony in the world. ",,
PL-00024,Japali Teertham,Kapila Teertham; Kapila Theertham; Papavinasam Theertham,Andhra Pradesh,ST-02,,Chittoor,Tirupati,CT-0013,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,September-March,,,Tourist_Places_merged,,1,,PARTIALLY_VERIFIED,MEDIUM,,,,,,,False,3.1,, Japali Teertham is dedicated to Lord Hanuman and is situated amidst dense forests. It is believed that Lord Hanuman used to visit the location often to quiet his kind and soak in peace. It is also believed that Lord Rama and Goddess Sita stayed here. The water of the Teertham is said to have magical powers and can wash away all the sins a human has made. ,,
PL-00025,Kanipakam,,Andhra Pradesh,ST-02,,Chittoor,Tirupati,CT-0013,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,September-March,,,Tourist_Places_merged,,1,,PARTIALLY_VERIFIED,MEDIUM,,,,,,,False,3.1,," Kanipakam is a village in the district most famous for the Kanipakam Vinayak Temple, built in the 11th century by King Mahavarman Sundara Pandian and for the Shiva Temple which was built by King Kullotunga Chola. The rich religious significance of the temples and the stunning ancient architecture attracts visitors in large numbers each year. ",,
PL-00026,Kodandarama Swamy Temple,Sri Bedi Ananjaneyaswami Temple; Sri Govindarajaswami Temple; Sri Kalyana Venkateswaraswami Temple; Sri Prasanna Venkateswaraswami Temple; Sri Varahaswami Temple; Sri Veda Nayaranaswami Temple; Sri Venkateswara Temple; Sri Venugopalaswami Temple; Vedadri Narasimha Swamy Temple,Andhra Pradesh,ST-02,,Chittoor,Tirupati,CT-0013,,Temples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,September-March,,,Tourist_Places_merged|india_tourism_food_dataset,,2,,PARTIALLY_VERIFIED,MEDIUM,,,,,,,False,3.1,," The Sri Kodandarama Swamy Temple or Kodandarama Temple is a temple in the heart of Tirupati, dedicated to Lord Rama. The Varaha Purana suggests that Lord Rama, Sita Devi and Lakshmana stayed here when returning to Ayodhya from Lanka. Built by the Cholas in tenth century CE, this temple commemorates their stay here. While Ugadi and Ram Navami are celebrated on a grander scale, Brahmotsav is also celebrated here every year. There is a sub-shrine dedicated to Anjaneya, the mount of Lord Rama. ",,
PL-00027,Nagalapuram,,Andhra Pradesh,ST-02,,Chittoor,Tirupati,CT-0013,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,September-March,,,Tourist_Places_merged,,1,,PARTIALLY_VERIFIED,MEDIUM,,,,,,,False,3.1,," Hidden like a jewel behind the lush green forests of Andhra Pradesh lies a serene and tranquil place named Nagalapuram.  Also known as Nagala Hills, it is famous for its various adventurous activities. Nagalpuram is also known for housing the Nagalpuram Falls. A group of 3 waterfalls, it offers a great trekking opportunity and a stunning panoramic view. ",,
PL-00028,Nellore,,Andhra Pradesh,ST-02,,Chittoor,Tirupati,CT-0013,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,September-March,,,Tourist_Places_merged,,1,,PARTIALLY_VERIFIED,MEDIUM,,,,,,,False,3.1,," Located 130km southwest of Tirupati is the fascinating city of Nellore. Nellore is known for its pristine and clean beaches, the most notable ones being Kodur(You can boat here and catch a fish if lucky! Velangani Maatha Church lies next to the sea shore. ",,
PL-00029,Regional Science Centre,,Andhra Pradesh,ST-02,,Chittoor,Tirupati,CT-0013,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,September-March,,,Tourist_Places_merged,,1,,PARTIALLY_VERIFIED,MEDIUM,,,,,,,False,3.1,," Regional Science Centre is a famous planetarium built with latest digital technology. They have a marvellous sky observation deck, galleries, parks and equipment of the highest quality. The centre also holds several demonstrations, exhibitions and shows in schools and institutes through their mobile science exhibition. ",,
PL-00030,Rock Garden,,Andhra Pradesh,ST-02,,Chittoor,Tirupati,CT-0013,,Nature & Wildlife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,September-March,,,Tourist_Places_merged,,1,,PARTIALLY_VERIFIED,MEDIUM,,,,,,,False,3.1,," Also known as Silathoranam, the Rock Garden in the city is a natural stone formation in the shape of an arch. It is a Pre-Cambrian natural formation and is the only such found on the continent. Many believe that it is over this arch that Lord Venkateswara walked while he was on his way to Tirumala from Vaikunt. It is a protected monument and tourists visit in large numbers to see this natural formation. ",,
PL-00031,Silathoranam,,Andhra Pradesh,ST-02,,Chittoor,Tirupati,CT-0013,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,September-March,,,Tourist_Places_merged,,1,,PARTIALLY_VERIFIED,MEDIUM,,,,,,,False,3.1,," One of the natural marvels that history left behind, the Silathoranam, now, finds itself being an important landmark in archaeology and heritage. This is a natural rock formation, one of the only three of this kind in the world. ",,
PL-00032,Sri Padmavathi Ammavari Temple,,Andhra Pradesh,ST-02,,Chittoor,Tirupati,CT-0013,,Temples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,September-March,,,Tourist_Places_merged,,1,,PARTIALLY_VERIFIED,MEDIUM,,,,,,,False,3.1,," At a little distance from the main city area, one finds the Sri Padmavathi Ammavari Temple dedicated to Goddess Padmavathi. One of the many sacred structures of Tirupati, this one is home to many legends and stories about the Goddess. ",,
PL-00033,Sri Venkateswara Dhyana Vignan Mandiram,Sri Venkateswara National Park,Andhra Pradesh,ST-02,,Chittoor,Tirupati,CT-0013,,Temples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,September-March,,,Tourist_Places_merged,,1,,PARTIALLY_VERIFIED,MEDIUM,,,,,,,False,3.2,," Established in the year 1980, the Sri Venkateswara Dhyana Vignan Mandiram in Tirupati is a museum that houses some of the most traditional articles that are used to perform Puja. ",,
PL-00034,Srivari Museum,,Andhra Pradesh,ST-02,,Chittoor,Tirupati,CT-0013,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,September-March,,,Tourist_Places_merged,,1,,PARTIALLY_VERIFIED,MEDIUM,,,,,,,False,3.1,," Sri Vari Museum is a famous attraction to get a glimpse into the religious history of the region. The museum has an impressive collection of artefacts that give insights into the ancient history and architecture of the temple that includes sculptures, photographs, scriptures, temple and pooja utensils, etc. ",,
PL-00035,Srivari Padalu,,Andhra Pradesh,ST-02,,Chittoor,Tirupati,CT-0013,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,September-March,,,Tourist_Places_merged,,1,,PARTIALLY_VERIFIED,MEDIUM,,,,,,,False,3.1,," Situated on top of Narayangiri Hill amidst beautiful scenery, Srivari Padalu is believed to be the place where Lord Narayan first set his foot on earth. It is an important pilgrimage and visitors flock in large numbers to offer prayers to the footprints of Lord Narayan. ",,
PL-00036,Swami Pushkarini Lake,,Andhra Pradesh,ST-02,,Chittoor,Tirupati,CT-0013,,Nature & Wildlife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,September-March,,,Tourist_Places_merged,,1,,PARTIALLY_VERIFIED,MEDIUM,,,,,,,False,3.1,," Almost neighboring the Sri Venkateshwara Temple, is Swami Pushkarini Lake. According to the legends, the lake belonged to Lord Vishnu and was located in Vaikuntham. ",,
PL-00037,TTD gardens,,Andhra Pradesh,ST-02,,Chittoor,Tirupati,CT-0013,,Nature & Wildlife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,September-March,,,Tourist_Places_merged,,1,,PARTIALLY_VERIFIED,MEDIUM,,,,,,,False,3.1,," Spreading over an area of 460 acres, the TTD gardens in Tirupati are known for their ornately decorated and manicured flower gardens. Alongside its lush green beauty, the garden also includes Alwar Tank, Mangalabhavi and Ananthapalligunta. ",,
PL-00038,Talakona Waterfall,,Andhra Pradesh,ST-02,,Chittoor,Tirupati,CT-0013,,Nature & Wildlife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,September-March,,,Tourist_Places_merged|india_tourism_food_dataset,,2,,PARTIALLY_VERIFIED,MEDIUM,,,,,,,False,3.1,," Located in Sri Venkateswara National Park, Talakona Waterfall is the highest waterfall in the region and a famous picnic spot. The water is believed to have medicinal properties and comes from an unknown underground stream. The attraction is also famous for trekking and has several trekking routes running around it amidst the scenic natural surroundings. ",,
PL-00039,Teppotsavam,,Andhra Pradesh,ST-02,,Chittoor,Tirupati,CT-0013,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,September-March,,,Tourist_Places_merged,,1,,PARTIALLY_VERIFIED,MEDIUM,,,,,,,False,3.1,," Tirumala Tirupati Teppotsavam otherwise called as the float festival is one of the most popular boat festival held at the Krishna Temple at Tirupati. Falling every year in the month of Chaitra (March) according to the Hindu Calendar, the celebrations are held on a grand scale for five days. Amidst the chants hailing Lord Govinda, the Teppotsavam is a spectacular display of culture, religion, tradition and devotion of devotees. ",,
PL-00040,Tumburu Teertham,,Andhra Pradesh,ST-02,,Chittoor,Tirupati,CT-0013,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,September-March,,,Tourist_Places_merged,,1,,PARTIALLY_VERIFIED,MEDIUM,,,,,,,False,3.1,, Tumbhuru Teertham is a sacred lake located amidst dense natural vegetation. The waters are believed to have magical powers and can absolve one's sins and help them attain moksha. The attraction is also famous for its natural beauty and is frequented by nature lovers for nature walks. ,,
PL-00041,Vaikuntha Teertham,,Andhra Pradesh,ST-02,,Chittoor,Tirupati,CT-0013,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,September-March,,,Tourist_Places_merged,,1,,PARTIALLY_VERIFIED,MEDIUM,,,,,,,False,3.1,," Considered a sacred waterfall, Vaikuntha Teertham is associated with the legend of Ramayana. It is believed that Lord Rama's vanarsena located the teertham. A dip in the holy waters is considered to bring luck, good fortune and absolve one of their sins. ",,
PL-00042,Bhavani Island,,Andhra Pradesh,ST-02,,Krishna,Vijayawada,CT-0014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,india_tourism_food_dataset,,1,,PARTIALLY_VERIFIED,MEDIUM,,,,,,,False,,,,,
PL-00043,Kanaka Durga Temple,,Andhra Pradesh,ST-02,,Krishna,Vijayawada,CT-0014,,Temples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,INR,1.0,All,,https://upload.wikimedia.org/wikipedia/commons/b/ba/Kanakadurga_Temple_gopuram.jpg,Top_Indian_Places_to_Visit|india_tourism_food_dataset,,2,,PARTIALLY_VERIFIED,MEDIUM,,,,,,,False,4.7,44000.0,,,Unknown
PL-00044,Undavalli Caves,,Andhra Pradesh,ST-02,,Krishna,Vijayawada,CT-0014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,india_tourism_food_dataset,,1,,PARTIALLY_VERIFIED,MEDIUM,,,,,,,False,,,,,
PL-00045,Bheemilli beach,,Andhra Pradesh,ST-02,,Visakhapatnam,Visakhapatnam,CT-0015,,Beach & Coastal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,October-June,,,Tourist_Places_merged,,1,,PARTIALLY_VERIFIED,MEDIUM,,,,,,,False,3.1,," The long beautiful and pristine Bheemunipatnam Beach is located at the assemblage of Gosthani River and the Bay of Bengal. It also houses the remains of a 17th century fort and cemetery, reveling history dating back to the Dutch era. ",,
PL-00046,Bojjannakonda,,Andhra Pradesh,ST-02,,Visakhapatnam,Visakhapatnam,CT-0015,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,October-June,,,Tourist_Places_merged,,1,,PARTIALLY_VERIFIED,MEDIUM,,,,,,,False,3.4,, Bojjannakonda is a small group of six rock-cut caves that has beautifully carved statues of Gautam Buddha which draw tourists and believers for its aesthetic and religious importance. The caves nearby also have stupas where Buddhist monks would meditate.  ,,
PL-00047,Borra Caves,,Andhra Pradesh,ST-02,,Visakhapatnam,Visakhapatnam,CT-0015,,Caves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,INR,2.0,Afternoon,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/9d/80/6a/borra-caves.jpg?w=1200&h=1200&s=1,Top_Indian_Places_to_Visit|Tourist_Places_merged,,2,,PARTIALLY_VERIFIED,MEDIUM,,,,,,,False,4.5,31000.0," With stalactite and stalagmite formations and natural enigma overflowing, Borra Caves are located at 1400 meter above sea level in the Anantagiri area of Visakhapatnam. ",,Unknown
PL-00048,Buddhist Excavation,,Andhra Pradesh,ST-02,,Visakhapatnam,Visakhapatnam,CT-0015,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,October-June,,,Tourist_Places_merged,,1,,PARTIALLY_VERIFIED,MEDIUM,,,,,,,False,3.1,," Havi Konda, Thotla Konda, Bojjana Konda, and Salihundam located around Visakhapatnam were places of Buddhist excavations. The excavations of 1906 that took place have brought out many Buddhist monuments such as stupas and chaityas. ",,
PL-00049,City Shopping,,Andhra Pradesh,ST-02,,Visakhapatnam,Visakhapatnam,CT-0015,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,October-June,,,Tourist_Places_merged,,1,,PARTIALLY_VERIFIED,MEDIUM,,,,,,,False,3.0,," Waltair Uplands Road, Jagadamba Junction, CMR Central, Lepakshi Emporium etc tend t be the favorites for shopping in Vizag. The city is famous for its saris and varieties like Pochampalli, Ikat and a few more are almost essentials. ",,
PL-00050,Dolphin's nose,,Andhra Pradesh,ST-02,,Visakhapatnam,Visakhapatnam,CT-0015,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,October-June,,,Tourist_Places_merged,,1,,PARTIALLY_VERIFIED,MEDIUM,,,,,,,False,3.4,," Very similar to a dolphins nose, this 174 m high rocky headland is situated in the south of Vizag . The nose seems to be protruding out towards the Bay of Bengal giving it a rather fascinating look. ",,
PL-00051,Gangavaram beach,Sagar Nagar Beach,Andhra Pradesh,ST-02,,Visakhapatnam,Visakhapatnam,CT-0015,,Beach & Coastal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,October-June,,,Tourist_Places_merged,,1,,PARTIALLY_VERIFIED,MEDIUM,,,,,,,False,3.1,," One of the most beautiful beaches of the town, this one with palm trees and picture perfect sceneries attracts many film and TV serial makers. This beach with soft sands and cool breeze always provides a secluded atmosphere. ",,
PL-00052,INS Kurusura Submarine Museum,,Andhra Pradesh,ST-02,,Visakhapatnam,Visakhapatnam,CT-0015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,india_tourism_food_dataset,,1,,PARTIALLY_VERIFIED,MEDIUM,,,,,,,False,,,,,
PL-00053,Indira Gandhi Zoological Park,,Andhra Pradesh,ST-02,,Visakhapatnam,Visakhapatnam,CT-0015,,Nature & Wildlife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,October-June,,,Tourist_Places_merged,,1,,PARTIALLY_VERIFIED,MEDIUM,,,,,,,False,3.6,," The Indira Gandhi Zoological Park is located amidst the Kambalakonda Reserve Forest in Visakhapatnam, Andhra Pradesh. Declared open to the public on 19 May 1977, the Park now offers a number of exhibits of more than 80 species of mammals, birds and reptiles. The Zoo Park has differentiated the  sections for primates, carnivores, lesser carnivores, small mammals, reptiles, ungulates and birds, all caged in their natural ambiance. Situated amidst the scenic Eastern Ghats of India, the Park is quite a pictueresque one.   ",,
